mutant_index,mr_id,detected_executions,total_executions,detection_rate,source_role,source_path,source_locator,source_sha256
36,MR6.5,9,10,0.9,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!AC38,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
37,MR4.1,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!N39,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
37,MR4.2,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!O39,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
37,MR6.1,8,10,0.8,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!Y39,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
37,MR6.5,3,10,0.3,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!AC39,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
38,MR4.1,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!N40,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
38,MR4.2,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!O40,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
38,MR6.1,8,10,0.8,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!Y40,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
38,MR6.5,9,10,0.9,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!AC40,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
39,MR4.1,5,10,0.5,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!N41,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
39,MR4.2,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!O41,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
39,MR6.1,2,10,0.2,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!Y41,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
39,MR6.5,3,10,0.3,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!AC41,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
40,MR4.1,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!N42,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
40,MR4.2,3,10,0.3,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!O42,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
40,MR6.1,6,10,0.6,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!Y42,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
40,MR6.5,4,10,0.4,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!AC42,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
41,MR4.1,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!N43,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
41,MR4.2,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!O43,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
41,MR6.1,5,10,0.5,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!Y43,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
41,MR6.5,3,10,0.3,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!AC43,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
42,MR4.1,2,10,0.2,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!N44,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
42,MR4.2,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!O44,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
42,MR6.1,3,10,0.3,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!Y44,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
42,MR6.5,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!AC44,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
43,MR4.1,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!N45,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
43,MR4.2,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!O45,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
43,MR6.1,2,10,0.2,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!Y45,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
43,MR6.5,6,10,0.6,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!AC45,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
44,MR4.1,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!N46,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
44,MR4.2,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!O46,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
44,MR6.1,3,10,0.3,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!Y46,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
44,MR6.5,8,10,0.8,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!AC46,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
45,MR4.1,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!N47,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
45,MR4.2,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!O47,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
45,MR6.1,8,10,0.8,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!Y47,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
45,MR6.5,10,10,1.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!AC47,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
46,MR4.1,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!N48,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
46,MR4.2,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!O48,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
46,MR6.1,7,10,0.7,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!Y48,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
46,MR6.5,8,10,0.8,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!AC48,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
47,MR4.1,8,10,0.8,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!N49,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
47,MR4.2,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!O49,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
47,MR6.1,10,10,1.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!Y49,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
47,MR6.5,4,10,0.4,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!AC49,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
48,MR4.1,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!N50,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
48,MR4.2,0,10,0.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!O50,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
48,MR6.1,10,10,1.0,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!Y50,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
48,MR6.5,9,10,0.9,supplied_office,实验数据origin/mYTOKEN_results.xlsx,Sheet2!AC50,83b81242a968593081c0ed949dd97b732181f2e15505af0c36bd5eb082b94a3f
